,RAZON SOCIAL,POTENCIAL UNO,NOMBRE COMERCIAL,RUC,CONSIGNATARIO,POSICION ARANCELARIA,CODIGO COMPLEMENTARIO,CODIGO SUPLEMENTARIO,DESCRIPCION POSICION,DESCRIPCION DEL DESPACHO,MARCA,MODELO,REFRENDO,ITEM,DAU,FECHA DESPACHO,FECHA EMBARQUE,FECHA LLEGADA,FECHA LIQUIDACION,FECHA PAGO,FECHA SALIDA ALMACEN,REGIMEN,NUMERO MANIFIESTO,MANIFIESTO,CODIGO DOCUMENTO TRANSPORTE,DOCUMENTO TRANSPORTE,ADUANA,PAIS ORIGEN,PAIS PROCEDENCIA,PAIS EMBARQUE,PUERTO EMBARQUE,VIA TRANSPORTE,CONTENEDORES,DEPOSITO,FOB U$S,FLETE U$S,SEGURO U$S,CIF U$S,FACTURA,VALOR FACTURA U$S,BASE IMPONIBLE U$S,KGS NETO,KGS BRUTO,UNIDADES,TIPO UNIDAD,PRECIO UNITARIO U$S,CANTIDAD COMERCIAL,UNIDAD COMERCIAL,PRECIO UNITARIO COMERCIAL U$S,TIPO UNIDAD NOMENCLADOR,ADVAL,MONEDA,EMBARCADOR,INCOTERM,CODIGO LIBERACION,ESTADO MERCADERIA,CLASE MERCADERIA,PAIS DESTINO,TOTAL FOB U$S,TOTAL FLETE U$S,TOTAL SEGURO U$S,TOTAL CIF U$S,TOTAL KGS NETO,TOTAL KGS BRUTO,TOTAL BASE IMPONIBLE,TOTAL CANTIDAD BULTOS,TOTAL AJUSTES,TOTAL OTROS AJUSTES,CLASE,VERIFICADOR,AGENTE AFIANZADO,NAVE,AGENCIA TRANSPORTE,EMPRESA TRANSPORTE,AFORADOR,FECHA AFORO,TIPO AFORO,ACTIVIDAD PRINCIPAL DEL IMPORTADOR,DIRECCION DEL IMPORTADOR,DIRECCION DEL CONSIGNATARIO,CONSOLIDADORA
1239,ANDERS ECUADOR CIA. LTDA.,,,1791940555001,ANDERS ECUADOR CIA. LTDA.,3102.10.10.00,0,0,Con un porcentaje de nitrógeno superior o igual a 45% pero inferior o igual a 46% en  peso (calidad fertilizante),"RONACARE UREA BEADS, RONACARE UREA BEADS",MERCK,1.30133.9025,2820181000760914,8,,2018-10-24,2018-09-24,2018-10-23,2018-10-24,2018-10-24,2018-10-27,IMPORTACION A CONSUMO,,CEC2018CMAU0071,CEC2018CMAU007195530006,HLCUHAM180999660,GUAYAQUIL MARITIMO,GERMANY,GERMANY,GERMANY,DEHAM-HAMBURG,MARITIMO,0.0,05907400-INARPI S.A.,706.00,42.83,2.62,751.45,,0.0,751.45,200.00,0.0,221.62,KILOGRAMO BRUTO,3.19,0.0,,0.0,"kg, Kilogramo",0.0,DOL,MERCK KGAA,,,NUEVO,,ECUADOR,"20,470.79",415.10,73.01,"20,958.90","1,938.50",0.0,"20,958.90",0.0,0.0,0.0,,,01900010: CESAR CHAVEZ BARRIGA & ASOCIADOS CIA. LTDA.,AS PAULINE,TRANSOCEANICA COMPAÑIA LIMITADA,02901118-CMA-CGM ECUADOR S.A.,,0000-00-00,AFORO AUTOMATICO,5190-VENTA AL POR MAYOR DE OTROS PRODUCTOS,SAN CAMILO CALLE JOSE VITERI B8-N6E INTERSECCION SAN JORGE,,
1240,DELCORP S.A.,,DELCORP S.A.,991265414001,DELCORP S.A.,3102.10.10.00,0,0,Con un porcentaje de nitrógeno superior o igual a 45% pero inferior o igual a 46% en  peso (calidad fertilizante),"UREA PRILED, FERTILIZANTE USO AGRICOLA",SIN MARCA,SIN MODELO,2820181000775913,1,,2018-10-29,2018-10-16,2018-11-03,2018-10-29,2018-10-29,0000-00-00,IMPORTACION A CONSUMO,,CEC2018MARC0189,CEC2018MARC018900020000,02,GUAYAQUIL MARITIMO,RUSSIAN FEDERATION,RUSSIAN FEDERATION,RUSSIAN FEDERATION,RULED-ST PETERSBURG (EX LENINGRAD),MARITIMO,0.0,05909025-CONTECON GUAYAQUIL S.A.,"897,000.00","105,000.00","3,321.63","1,005,321.62",,0.0,"1,005,321.62","3,000,000.00",0.0,"3,000,000.00",KILOGRAMO BRUTO,0.3,0.0,,0.0,"kg, Kilogramo",0.0,DOL,GOLDEN TRADERS INTL CORP,,,NUEVO,,ECUADOR,"897,000.00","105,000.00","3,321.63","1,005,321.62","3,000,000.00",0.0,"1,005,321.62",0.0,0.0,0.0,,,01901316: ORGANIZACION COMERCIAL Y ADUANERA MARIO COKA B. MACOBSA S.A.,STAR SPIRIT,MARITIMA ECUATORIANA MARSEC S.A.,02904222-MARITIMA ECUATORIANA MARSEC S.A.,,0000-00-00,AFORO AUTOMATICO,VENTA AL POR MAYOR DE FERTILIZANTES,V.E. ESTRADA 114 Y BALSAMOS,,
1241,IMPORTADORA INDUSTRIAL AGRICOLA DEL MONTE,,,991098127001,IMPORTADORA INDUSTRIAL AGRICOLA DEL MONTE SOCIEDAD ANONIMA INMONTE,3102.10.10.00,0,0,Con un porcentaje de nitrógeno superior o igual a 45% pero inferior o igual a 46% en  peso (calidad fertilizante),"UREA, UREA",,SIN MODELO,2820181000793669,1,,2018-11-06,2018-10-07,2018-11-04,2018-11-06,2018-11-06,2018-11-10,IMPORTACION A CONSUMO,,CEC2018MAEU0427,CEC2018MAEU042701010000,966203079,GUAYAQUIL MARITIMO,RUSSIAN FEDERATION,RUSSIAN FEDERATION,RUSSIAN FEDERATION,RULED-ST PETERSBURG (EX LENINGRAD),MARITIMO,0.0,05909025-CONTECON GUAYAQUIL S.A.,"160,056.00","11,160.00",144.34,"171,360.34",,0.0,"171,360.34","522,000.00",0.0,"523,314.00",KILOGRAMO BRUTO,0.31,0.0,,0.0,"kg, Kilogramo",0.0,DOL,PHOSAGRO TRADING SA,,,NUEVO,,ECUADOR,"160,056.00","11,160.00",144.34,"171,360.34","522,000.00",0.0,"171,360.34",0.0,0.0,0.0,,,01900009: CORNEJO & IGLESIAS ASOCIADOS S.A.,NORA MAERSK,MAERSK DEL ECUADOR C.A.,02907986-MAERSK DEL ECUADOR C.A.,MOLINA SALCEDO MARCELO FERNANDO,0000-00-00,AFORO AUTOMATICO NO INTRUSIVO,9309-OTRAS ACTIVIDADES DE SERVICIO N.C.P.,"KM 5.5 SOLAR 2 Y VIA DURAN BABAHOYO, GUAYAQUIL",,
1242,AGRIPAC S.A.,,,990006687001,,3102.10.10.00,0,0,Con un porcentaje de nitrógeno superior o igual a 45% pero inferior o igual a 46% en  peso (calidad fertilizante),"UREA PRILLED, NINGUNA",,SIN MODELO,2820181000795854,1,,2018-11-06,2018-10-09,2018-11-12,2018-11-06,2018-11-07,2018-11-14,IMPORTACION A CONSUMO,,CEC201877900166,CEC20187790016600040000,7,GUAYAQUIL MARITIMO,RUSSIAN FEDERATION,LITHUANIA,LITHUANIA,LTKLJ-KLAIPEDA,MARITIMO,0.0,05901469-ANDIPUERTO GUAYAQUIL S.A.,"1,017,170.88","158,883.30","1,012.90","1,177,067.12",,0.0,"1,177,067.12","3,530,740.00",0.0,"3,530,740.00",KILOGRAMO BRUTO,0.29,0.0,,0.0,"kg, Kilogramo",0.0,DOL,NITRON GROUP CORPORATION,,,NUEVO,,ECUADOR,"1,017,170.88","158,883.30","1,012.90","1,177,067.12","3,530,740.00",0.0,"1,177,067.12",0.0,0.0,0.0,,,01777805: ROBLES MEDRANO ANDREA ESTEFANIA,BASIC QUEEN,ANDINAVE S.A.,-,,0000-00-00,AFORO AUTOMATICO,5190-VENTA AL POR MAYOR DE OTROS PRODUCTOS,"CORDOVA 623 Y PADRE SOLANO, GUAYAQUIL",,
1243,QUIMICA INDUSTRIAL MONTALVO AGUILAR QUIMASA S.A.,,,1790580202001,QUIMICA INDUSTRIAL MONTALVO AGUILAR QUIMASA S.A.,3102.10.10.00,0,0,Con un porcentaje de nitrógeno superior o igual a 45% pero inferior o igual a 46% en  peso (calidad fertilizante),"UREA GRANULAR, PARA USO AGRICOLA",,SIN MODELO,2820181000797092,1,,2018-11-06,2018-10-09,2018-11-12,2018-11-06,2018-11-07,2018-11-19,IMPORTACION A CONSUMO,,CEC201877900166,CEC20187790016600060000,9,GUAYAQUIL MARITIMO,LITHUANIA,LITHUANIA,LITHUANIA,LTKLJ-KLAIPEDA,MARITIMO,0.0,05901469-ANDIPUERTO GUAYAQUIL S.A.,"1,021,481.25","158,883.75","4,617.23","1,184,982.25",,0.0,"1,184,982.25","3,530,750.00",0.0,"3,530,750.00",KILOGRAMO BRUTO,0.29,0.0,,0.0,"kg, Kilogramo",0.0,DOL,NITRON GROUP CORPORATION,,,NUEVO,,ECUADOR,"1,021,481.25","158,883.75","4,617.23","1,184,982.25","3,530,750.00",0.0,"1,184,982.25",0.0,0.0,0.0,,,01909416: LUIS FERNANDO PROANO ADRIAN,BASIC QUEEN,ANDINAVE S.A.,-,,0000-00-00,AFORO AUTOMATICO,5190-VENTA AL POR MAYOR DE OTROS PRODUCTOS,AMAZONAS N35-43 Y JUAN PABLO SANZ,,
1244,FERTILIZANTES DEL PACIFICO FERPACIFIC S.A.,,,991441336001,FERTILIZANTES DEL PACIFICO FERPACIFIC S.A.,3102.10.10.00,0,0,Con un porcentaje de nitrógeno superior o igual a 45% pero inferior o igual a 46% en  peso (calidad fertilizante),"UREA PRILADA, EN SACOS",,SIN MODELO,2820181000801260,1,,2018-11-08,2018-10-03,2018-11-06,2018-11-08,2018-11-08,2018-11-16,IMPORTACION A CONSUMO,,CEC2018CMAU0077,CEC2018CMAU007710040000,SUDU88880A417002,GUAYAQUIL MARITIMO,RUSSIAN FEDERATION,GERMANY,GERMANY,DEHAM-HAMBURG,MARITIMO,0.0,05907400-INARPI S.A.,"51,720.00","7,550.00",82.98,"59,352.98",,0.0,"59,352.98","180,000.00",0.0,"180,400.00",KILOGRAMO BRUTO,0.29,0.0,,0.0,"kg, Kilogramo",0.0,DOL,PHOSAGRO TRADING SA,,,NUEVO,,ECUADOR,"51,720.00","7,550.00",82.98,"59,352.98","180,000.00",0.0,"59,352.98",0.0,0.0,0.0,,,01777804: ORTEGA NOROÑA KLEBER MARCELO,AS PAULINE,HAMBURG SÜD ECUADOR S.A.,02901118-CMA-CGM ECUADOR S.A.,,0000-00-00,AFORO AUTOMATICO,"0140-ACTIVIDADES DE SERVICIOS AGRICOLAS Y GANADEROS,EXCEPTO","KM 16,5 VIA A DAULE",,
1245,FERTILIZANTES DEL PACIFICO FERPACIFIC S.A.,,,991441336001,,3102.10.10.00,0,0,Con un porcentaje de nitrógeno superior o igual a 45% pero inferior o igual a 46% en  peso (calidad fertilizante),"UREA PRILADA, USO AGRICOLA",,SIN MODELO,2820181000802079,1,,2018-11-08,2018-10-09,2018-11-12,2018-11-08,2018-11-08,2018-11-19,IMPORTACION A CONSUMO,,CEC201877900166,CEC20187790016600050000,8,GUAYAQUIL MARITIMO,RUSSIAN FEDERATION,LITHUANIA,LITHUANIA,LTKLJ-KLAIPEDA,MARITIMO,0.0,05901469-ANDIPUERTO GUAYAQUIL S.A.,"1,011,809.62","157,379.41","1,636.86","1,170,825.88",,0.0,"1,170,825.88","3,497,320.00",0.0,"3,497,320.00",KILOGRAMO BRUTO,0.29,0.0,,0.0,"kg, Kilogramo",0.0,DOL,NITRON GROUP CORPORATION,,,NUEVO,,ECUADOR,"1,011,809.62","157,379.41","1,636.86","1,170,825.88","3,497,320.00",0.0,"1,170,825.88",0.0,0.0,0.0,,,01777804: ORTEGA NOROÑA KLEBER MARCELO,BASIC QUEEN,ANDINAVE S.A.,-,,0000-00-00,AFORO AUTOMATICO,"0140-ACTIVIDADES DE SERVICIOS AGRICOLAS Y GANADEROS,EXCEPTO","KM 16,5 VIA A DAULE",,
1246,"FERTISA, FERTILIZANTES, TERMINALES I SERVICIOS C.L.",,,991352937001,FERTISA FERTILIZANTES TERMINALES I SERVICIOS S.A.,3102.10.10.00,0,0,Con un porcentaje de nitrógeno superior o igual a 45% pero inferior o igual a 46% en  peso (calidad fertilizante),"UREA, PARA USO AGRICOLA",,SIN MODELO,2820181000811922,1,,2018-11-12,2018-10-23,2018-11-14,2018-12-07,2018-11-13,0000-00-00,IMPORTACION A CONSUMO,,CEC201878135810,CEC20187813581000020000,01,GUAYAQUIL MARITIMO,RUSSIAN FEDERATION,RUSSIAN FEDERATION,RUSSIAN FEDERATION,RULED-ST PETERSBURG (EX LENINGRAD),MARITIMO,0.0,"05909272-FERTISA,FERTILIZANTES,TERMINALES I SERVICIOS S.A.","1,137,909.25","141,303.00","2,110.06","1,281,322.25",,0.0,"1,281,322.25","3,819,000.00",0.0,"3,828,550.00",KILOGRAMO BRUTO,0.3,0.0,,0.0,"kg, Kilogramo",0.0,DOL,FAVORITA L.P.,,,NUEVO,,ECUADOR,"1,137,909.25","141,303.00","2,110.06","1,281,322.25","3,819,000.00",0.0,"1,281,322.25",0.0,0.0,0.0,,,01900730: BENITEZ CONTRERAS PABLO MARIANO,BALTIC WINTER,BALTIC REEFERS ECUADOR S.A.,02777813-BALTIC REEFERS ECUADOR S.A.,,0000-00-00,AFORO AUTOMATICO,5121-VENTA AL POR MAYOR DE MATERIAS PRIMAS AGROPECUARIAS Y D,AV. SAN JUAN BOSCO Y LA N GUASMO FERTISA (VIA PUERTO MARITIMO),,
1247,AGRIPAC S.A.,,,990006687001,,3102.10.10.00,0,0,Con un porcentaje de nitrógeno superior o igual a 45% pero inferior o igual a 46% en  peso (calidad fertilizante),"UREA, NINGUNA",,SIN MODELO,2820181000837351,1,,2018-11-21,0000-00-00,0000-00-00,2018-11-21,2018-11-22,0000-00-00,IMPORTACION A CONSUMO,,CEC201877900175,CEC20187790017500010000,,GUAYAQUIL MARITIMO,CHINA,,,-,NO ESPECIFICADO,0.0,,"388,012.50","41,250.00",373.46,"429,635.97",,0.0,"429,635.97","1,250,000.00",0.0,"1,250,000.00",KILOGRAMO BRUTO,0.31,0.0,,0.0,"kg, Kilogramo",0.0,DOL,NITRON GROUP CORPORATION,,,NUEVO,,ECUADOR,"388,012.50","41,250.00",373.46,"429,635.97","1,250,000.00",0.0,"429,635.97",0.0,0.0,0.0,,,01777805: ROBLES MEDRANO ANDREA ESTEFANIA,,,-,,0000-00-00,AFORO AUTOMATICO,5190-VENTA AL POR MAYOR DE OTROS PRODUCTOS,"CORDOVA 623 Y PADRE SOLANO, GUAYAQUIL",,
1248,FERTILIZANTES DEL PACIFICO FERPACIFIC S.A.,,,991441336001,,3102.10.10.00,0,0,Con un porcentaje de nitrógeno superior o igual a 45% pero inferior o igual a 46% en  peso (calidad fertilizante),"UREA GRANULADA, USO AGRICOLA",,SIN MODELO,2820181000840567,1,,2018-11-22,0000-00-00,0000-00-00,2018-11-22,2018-11-22,0000-00-00,IMPORTACION A CONSUMO,,CEC201877900175,CEC20187790017500020000,,GUAYAQUIL MARITIMO,CHINA,,,-,NO ESPECIFICADO,0.0,,"389,575.00","41,250.00",603.15,"431,428.16",,0.0,"431,428.16","1,250,000.00",0.0,"1,250,000.00",KILOGRAMO BRUTO,0.31,0.0,,0.0,"kg, Kilogramo",0.0,DOL,NITRON GROUP CORPORATION,,,NUEVO,,ECUADOR,"389,575.00","41,250.00",603.15,"431,428.16","1,250,000.00",0.0,"431,428.16",0.0,0.0,0.0,,,01777804: ORTEGA NOROÑA KLEBER MARCELO,,,-,,0000-00-00,AFORO AUTOMATICO,"0140-ACTIVIDADES DE SERVICIOS AGRICOLAS Y GANADEROS,EXCEPTO","KM 16,5 VIA A DAULE",,
1249,QUIMICA INDUSTRIAL MONTALVO AGUILAR QUIMASA S.A.,,,1790580202001,QUIMICA INDUSTRIAL MONTALVO AGUILAR QUIMASA S.A.,3102.10.10.00,0,0,Con un porcentaje de nitrógeno superior o igual a 45% pero inferior o igual a 46% en  peso (calidad fertilizante),"UREA GRANULAR, PARA USO AGRICOLA",,SIN MODELO,2820181000856065,1,,2018-11-28,2018-10-05,2018-12-01,2018-11-28,2018-11-28,0000-00-00,IMPORTACION A CONSUMO,,CEC201877900175,CEC20187790017500030000,WEEY1NKG005,GUAYAQUIL MARITIMO,CHINA,CHINA,CHINA,CNNKG-NANJING,MARITIMO,0.0,05901469-ANDIPUERTO GUAYAQUIL S.A.,"872,648.00","92,400.00","3,715.43","968,763.44",,0.0,"968,763.44","2,800,000.00",0.0,"2,800,000.00",KILOGRAMO BRUTO,0.31,0.0,,0.0,"kg, Kilogramo",0.0,DOL,NITRON GROUP CORPORATION,,,NUEVO,,ECUADOR,"872,648.00","92,400.00","3,715.43","968,763.44","2,800,000.00",0.0,"968,763.44",0.0,0.0,0.0,,,01909416: LUIS FERNANDO PROANO ADRIAN,WESTERN EYDE,ANDINAVE S.A.,-,,0000-00-00,AFORO AUTOMATICO,5190-VENTA AL POR MAYOR DE OTROS PRODUCTOS,AMAZONAS N35-43 Y JUAN PABLO SANZ,,
1250,FERMAGRI S.A.,,,1791401344001,FERMAGRI S.A.,3102.10.10.00,0,0,Con un porcentaje de nitrógeno superior o igual a 45% pero inferior o igual a 46% en  peso (calidad fertilizante),"UREA, NO APLICA",,SIN MODELO,2820181000866045,1,,2018-11-30,2018-10-22,2018-11-29,2018-11-30,2018-11-30,0000-00-00,IMPORTACION A CONSUMO,,CEC2018MAEU0441,CEC2018MAEU044100090000,966398403,GUAYAQUIL MARITIMO,RUSSIAN FEDERATION,RUSSIAN FEDERATION,RUSSIAN FEDERATION,RULED-ST PETERSBURG (EX LENINGRAD),MARITIMO,0.0,05909025-CONTECON GUAYAQUIL S.A.,"318,325.00","30,725.00",643.00,"349,693.00",,0.0,"349,693.00","1,015,000.00",0.0,"1,015,000.00",KILOGRAMO BRUTO,0.31,0.0,,0.0,"kg, Kilogramo",0.0,DOL,PHOSAGRO TRADING SA,,,NUEVO,,ECUADOR,"318,325.00","30,725.00",643.00,"349,693.00","1,015,000.00",0.0,"349,693.00",0.0,0.0,0.0,,,01900118: ALBARRACIN BOSCH RAMON GONZALO,MAERSK BATUR,MAERSK DEL ECUADOR C.A.,02907986-MAERSK DEL ECUADOR C.A.,,0000-00-00,AFORO AUTOMATICO,5190-VENTA AL POR MAYOR DE OTROS PRODUCTOS,KM. 16 VIA A DAULE CALLE ROSAVIN Y ASBESTOS,,
1251,IMPORTADORA INDUSTRIAL AGRICOLA DEL MONTE,,,991098127001,IMPORTADORA INDUSTRIAL AGRICOLA DEL MONTE SOCIEDAD ANONIMA INMONTE,3102.10.10.00,0,0,Con un porcentaje de nitrógeno superior o igual a 45% pero inferior o igual a 46% en  peso (calidad fertilizante),"UREA, UREA",,SIN MODELO,2820181000870942,1,,2018-12-03,2018-10-22,2018-11-25,2018-12-03,2018-12-03,2018-12-06,IMPORTACION A CONSUMO,,CEC2018MAEU0439,CEC2018MAEU043901070000,966203091,GUAYAQUIL MARITIMO,RUSSIAN FEDERATION,RUSSIAN FEDERATION,RUSSIAN FEDERATION,RULED-ST PETERSBURG (EX LENINGRAD),MARITIMO,0.0,05909025-CONTECON GUAYAQUIL S.A.,"167,308.00","11,780.00",150.97,"179,238.97",,0.0,"179,238.97","546,000.00",0.0,"547,374.00",KILOGRAMO BRUTO,0.31,0.0,,0.0,"kg, Kilogramo",0.0,DOL,PHOSAGRO TRADING SA,,,NUEVO,,ECUADOR,"167,308.00","11,780.00",150.97,"179,238.97","546,000.00",0.0,"179,238.97",0.0,0.0,0.0,,,01900009: CORNEJO & IGLESIAS ASOCIADOS S.A.,MAERSK NEWBURY,MAERSK DEL ECUADOR C.A.,02907986-MAERSK DEL ECUADOR C.A.,,0000-00-00,AFORO AUTOMATICO,9309-OTRAS ACTIVIDADES DE SERVICIO N.C.P.,"KM 5.5 SOLAR 2 Y VIA DURAN BABAHOYO, GUAYAQUIL",,
1252,FERTILIZANTES DEL PACIFICO FERPACIFIC S.A.,,,991441336001,FERTILIZANTES DEL PACIFICO FERPACIFIC S.A.,3102.10.10.00,0,0,Con un porcentaje de nitrógeno superior o igual a 45% pero inferior o igual a 46% en  peso (calidad fertilizante),"UREA PRILADA, EN SACOS",,SIN MODELO,2820181000872415,1,,2018-12-03,2018-11-04,2018-12-02,2018-12-03,2018-12-03,2018-12-12,IMPORTACION A CONSUMO,,CEC2018MAEU0467,CEC2018MAEU046701300000,966388561,GUAYAQUIL MARITIMO,RUSSIAN FEDERATION,RUSSIAN FEDERATION,RUSSIAN FEDERATION,RULED-ST PETERSBURG (EX LENINGRAD),MARITIMO,0.0,05909025-CONTECON GUAYAQUIL S.A.,"491,052.81","34,720.00",736.08,"526,508.88",,0.0,"526,508.88","1,612,800.00",0.0,"1,617,840.00",KILOGRAMO BRUTO,0.3,0.0,,0.0,"kg, Kilogramo",0.0,DOL,PHOSAGRO TRADING SA,,,NUEVO,,ECUADOR,"491,052.81","34,720.00",736.08,"526,508.88","1,612,800.00",0.0,"526,508.88",0.0,0.0,0.0,,,01777804: ORTEGA NOROÑA KLEBER MARCELO,MAERSK NIJMEGEN,MAERSK DEL ECUADOR C.A.,02907986-MAERSK DEL ECUADOR C.A.,,0000-00-00,AFORO AUTOMATICO,"0140-ACTIVIDADES DE SERVICIOS AGRICOLAS Y GANADEROS,EXCEPTO","KM 16,5 VIA A DAULE",,
1253,FERTILIZANTES DEL PACIFICO FERPACIFIC S.A.,,,991441336001,FERTILIZANTES DEL PACIFICO FERPACIFIC S.A.,3102.10.10.00,0,0,Con un porcentaje de nitrógeno superior o igual a 45% pero inferior o igual a 46% en  peso (calidad fertilizante),"UREA GRANULADA, EN SACOS",,SIN MODELO,2820181000888018,1,,2018-12-09,2018-11-12,2018-12-09,2018-12-09,2018-12-11,2018-12-17,IMPORTACION A CONSUMO,,CEC2018MAEU0471,CEC2018MAEU047155010000,SUDU88880A4AC001,GUAYAQUIL MARITIMO,RUSSIAN FEDERATION,RUSSIAN FEDERATION,RUSSIAN FEDERATION,RULED-ST PETERSBURG (EX LENINGRAD),MARITIMO,0.0,05909025-CONTECON GUAYAQUIL S.A.,"178,220.00","9,120.00",262.28,"187,602.28",,0.0,"187,602.28","551,000.00",0.0,"552,900.00",KILOGRAMO BRUTO,0.32,0.0,,0.0,"kg, Kilogramo",0.0,DOL,PHOSAGRO TRADING SA,,,NUEVO,,ECUADOR,"178,220.00","9,120.00",262.28,"187,602.28","551,000.00",0.0,"187,602.28",0.0,0.0,0.0,,,01777804: ORTEGA NOROÑA KLEBER MARCELO,MAERSK NIENBURG,HAMBURG SÜD ECUADOR S.A.,02907986-MAERSK DEL ECUADOR C.A.,,0000-00-00,AFORO AUTOMATICO,"0140-ACTIVIDADES DE SERVICIOS AGRICOLAS Y GANADEROS,EXCEPTO","KM 16,5 VIA A DAULE",,
1254,FERTILIZANTES DEL PACIFICO FERPACIFIC S.A.,,,991441336001,FERTILIZANTES DEL PACIFICO FERPACIFIC S.A.,3102.10.10.00,0,0,Con un porcentaje de nitrógeno superior o igual a 45% pero inferior o igual a 46% en  peso (calidad fertilizante),"UREA PRILADA, EN SACOS",,SIN MODELO,2820181000888044,1,,2018-12-09,2018-11-11,2018-12-09,2018-12-09,2018-12-11,2018-12-18,IMPORTACION A CONSUMO,,CEC2018MAEU0471,CEC2018MAEU047101110000,966527255,GUAYAQUIL MARITIMO,RUSSIAN FEDERATION,RUSSIAN FEDERATION,RUSSIAN FEDERATION,RULED-ST PETERSBURG (EX LENINGRAD),MARITIMO,0.0,05909025-CONTECON GUAYAQUIL S.A.,"340,100.00","23,560.00",509.12,"364,169.12",,0.0,"364,169.12","1,102,000.00",0.0,"1,105,800.00",KILOGRAMO BRUTO,0.31,0.0,,0.0,"kg, Kilogramo",0.0,DOL,PHOSAGRO TRADING SA,,,NUEVO,,ECUADOR,"340,100.00","23,560.00",509.12,"364,169.12","1,102,000.00",0.0,"364,169.12",0.0,0.0,0.0,,,01777804: ORTEGA NOROÑA KLEBER MARCELO,MAERSK NIENBURG,MAERSK DEL ECUADOR C.A.,02907986-MAERSK DEL ECUADOR C.A.,,0000-00-00,AFORO AUTOMATICO,"0140-ACTIVIDADES DE SERVICIOS AGRICOLAS Y GANADEROS,EXCEPTO","KM 16,5 VIA A DAULE",,
1255,FERMAGRI S.A.,,,1791401344001,FERMAGRI S.A.,3102.10.10.00,0,0,Con un porcentaje de nitrógeno superior o igual a 45% pero inferior o igual a 46% en  peso (calidad fertilizante),"UREA, NO APLICA",SIN MARCA,SIN MODELO,2820181000888528,1,,2018-12-10,2018-11-11,2018-12-09,2018-12-10,2018-12-10,2018-12-13,IMPORTACION A CONSUMO,,CEC2018MAEU0471,CEC2018MAEU047101100000,966398433,GUAYAQUIL MARITIMO,RUSSIAN FEDERATION,RUSSIAN FEDERATION,RUSSIAN FEDERATION,RULED-ST PETERSBURG (EX LENINGRAD),MARITIMO,0.0,05909025-CONTECON GUAYAQUIL S.A.,"308,175.00","30,725.00",626.50,"339,526.50",,0.0,"339,526.50","1,015,000.00",0.0,"1,015,000.00",KILOGRAMO BRUTO,0.3,0.0,,0.0,"kg, Kilogramo",0.0,DOL,PHOSAGRO TRADING SA,,,NUEVO,,ECUADOR,"308,175.00","30,725.00",626.50,"339,526.50","1,015,000.00",0.0,"339,526.50",0.0,0.0,0.0,,,01900118: ALBARRACIN BOSCH RAMON GONZALO,MAERSK NIENBURG,MAERSK DEL ECUADOR C.A.,02907986-MAERSK DEL ECUADOR C.A.,,0000-00-00,AFORO AUTOMATICO,5190-VENTA AL POR MAYOR DE OTROS PRODUCTOS,KM. 16 VIA A DAULE CALLE ROSAVIN Y ASBESTOS,,
1256,AGRIPAC S.A.,,,990006687001,,3102.10.10.00,0,0,Con un porcentaje de nitrógeno superior o igual a 45% pero inferior o igual a 46% en  peso (calidad fertilizante),"UREA, NINGUNA",NITRON GROUP CORPORATION,SIN MODELO,2820181000891846,1,,2018-12-10,2018-11-03,2018-12-12,2018-12-10,2018-12-11,2018-12-14,IMPORTACION A CONSUMO,,CEC201877900182,CEC20187790018200060000,11,GUAYAQUIL MARITIMO,RUSSIAN FEDERATION,LITHUANIA,LITHUANIA,LTKLJ-KLAIPEDA,MARITIMO,0.0,05901469-ANDIPUERTO GUAYAQUIL S.A.,"1,046,367.00","151,200.00","1,041.88","1,198,608.88",,0.0,"1,198,608.88","3,150,000.00",0.0,"3,150,000.00",KILOGRAMO BRUTO,0.33,0.0,,0.0,"kg, Kilogramo",0.0,DOL,NITRON GROUP CORPORATION,,,NUEVO,,ECUADOR,"1,046,367.00","151,200.00","1,041.88","1,198,608.88","3,150,000.00",0.0,"1,198,608.88",0.0,0.0,0.0,,,01777805: ROBLES MEDRANO ANDREA ESTEFANIA,KOZNITZA,ANDINAVE S.A.,-,,0000-00-00,AFORO AUTOMATICO,5190-VENTA AL POR MAYOR DE OTROS PRODUCTOS,"CORDOVA 623 Y PADRE SOLANO, GUAYAQUIL",,
